8,32.498173,1.300000
10,41.016965,0.300000
13,8.185194,1.400000
16,125.393714,0.300000
17,10.409840,0.800000
18,102.057045,0.500000
19,21.136154,0.900000
20,13.004669,0.600000
21,26.955115,0.500000
22,46.940202,0.300000
23,76.596448,0.500000
24,9.784398,0.700000
25,58.327369,0.800000
27,57.479354,0.500000
28,56.470343,0.900000
29,76.395366,0.500000
30,53.924855,0.400000
31,117.426240,1.000000
32,135.621315,0.700000
33,19.852447,0.500000
34,69.925103,0.400000
35,106.247182,0.200000
36,16.146144,0.900000
37,0.626071,0.400000
38,125.819727,0.700000
39,164.387812,0.300000
40,152.693269,0.900000
41,28.637054,0.700000
42,62.793504,1.200000
44,52.749422,1.700000
45,92.872456,0.600000
46,35.525472,1.200000
47,79.014380,0.500000
48,123.332386,0.200000
49,87.828921,0.700000
50,92.614976,0.900000
51,90.443201,0.600000
52,83.938443,0.700000
53,89.125916,1.100000
54,174.007969,0.500000
55,125.890261,0.900000
56,22.622385,1.700000
57,94.239631,0.500000
58,98.066320,1.200000
59,99.059724,0.800000
60,68.256644,0.400000
61,104.141769,1.200000
62,95.393782,0.500000
63,113.312258,2.100000
64,73.943767,1.000000
65,97.030493,1.300000
66,143.609835,0.700000
67,90.551638,0.400000
68,144.462395,1.400000
69,147.452172,0.600000
70,118.008881,0.900000
71,92.554401,1.400000
72,80.248566,1.600000
73,165.256086,0.600000
74,175.152915,1.400000
75,76.591426,0.900000
76,109.546068,0.100000
77,170.029812,0.300000
78,132.480158,2.100000
79,140.676276,0.800000
80,129.884612,0.500000
81,185.556347,0.400000
82,33.901771,2.600000
83,106.788652,1.800000
84,158.786537,1.000000
85,75.312964,1.000000
86,34.278319,1.600000
87,133.318582,0.900000
88,142.163071,0.900000
89,42.926627,2.000000
90,90.514889,2.100000
91,29.728990,1.700000
92,240.799411,0.600000
93,173.602032,0.700000
94,155.758897,1.000000
95,142.804823,0.700000
96,107.868988,1.100000
97,153.423694,0.600000
98,84.085482,0.400000
99,91.559678,0.800000
100,107.541442,0.500000
101,158.888493,0.300000
102,166.478041,0.500000
103,144.198483,0.800000
104,141.346364,0.600000
105,167.340713,0.900000
106,230.578754,0.200000
107,136.404257,0.200000
108,206.013792,0.500000
109,169.745263,0.900000
110,130.890086,0.900000
111,150.145797,0.800000
112,115.133428,0.600000
113,155.623215,1.300000
114,172.224411,1.200000
115,126.428744,1.700000
116,138.116206,0.500000
117,76.427704,0.400000
