1,804.891477,0.800000
2,204.566236,0.600000
3,2337.957986,2.200000
4,5957.537471,0.800000
5,2784.263239,1.100000
6,6861.747791,1.100000
7,3590.526053,1.500000
8,1328.050936,0.900000
9,613.302284,1.800000
11,811.179200,1.800000
12,2008.553984,2.900000
13,6500.257701,0.800000
14,4508.816669,2.200000
15,358.082813,3.300000
16,323.523473,2.300000
17,254.868741,2.700000
18,6717.617107,2.900000
19,4268.599200,1.900000
20,2392.048522,2.600000
21,7315.108653,2.300000
22,9898.626314,2.300000
23,5960.197487,2.400000
24,7325.087584,1.600000
25,7383.867466,3.600000
26,6170.489261,3.000000
27,5396.149845,5.400000
28,10459.371158,3.700000
29,8325.330002,2.400000
30,3950.170514,3.200000
31,7121.244314,5.200000
32,10314.011358,3.600000
33,1888.600376,5.200000
34,9525.674208,4.800000
35,15720.172619,1.900000
36,7778.212566,3.100000
37,10019.507693,7.800000
38,5970.688295,3.100000
39,5855.156532,6.100000
40,10313.379686,5.300000
41,11290.494539,4.300000
42,9960.976647,3.800000
43,12413.537891,5.300000
44,6432.019509,7.200000
45,14781.602078,2.800000
46,14707.041299,2.500000
47,11369.572956,6.100000
48,9256.936009,7.300000
49,17356.539910,2.600000
50,7192.008828,3.200000
51,13352.216682,3.400000
52,13288.050516,2.900000
53,12279.002328,4.400000
54,14869.625961,5.200000
55,6542.549849,5.800000
56,17279.108456,2.200000
57,10110.770868,2.300000
58,10769.824093,3.200000
59,12632.472809,2.800000
